category,url
"16.07) South Asian Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90608
"16.0700) South Asian Languages, Literatures, and Linguistics, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89682
16.0701) Hindi Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89683
"16.0702) Sanskrit and Classical Indian Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89684
16.0704) Bengali Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89685
16.0705) Punjabi Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89686
16.0706) Tamil Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89687
16.0707) Urdu Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89688
"16.0799) South Asian Languages, Literatures, and Linguistics, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89689
"16.08) Iranian/Persian Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89690
"16.0801) Iranian Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89691
"16.09) Romance Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90609
"16.0900) Romance Languages, Literatures, and Linguistics, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89692
16.0901) French Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90610
16.0902) Italian Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90611
16.0904) Portuguese Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90612
16.0905) Spanish Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90613
16.0906) Romanian Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89693
16.0907) Catalan Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89694
"16.0908) Hispanic and Latin American Languages, Literatures, and Linguistics, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91409
"16.0999) Romance Languages, Literatures, and Linguistics, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90614
"16.10) American Indian/Native American Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89695
"16.1001) American Indian/Native American Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89696
"16.11) Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90615
"16.1100) Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89697
16.1101) Arabic Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90616
16.1102) Hebrew Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90617
"16.1103) Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89698
"16.1199) Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90618
"16.12) Classics and Classical Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90619
"16.1200) Classics and Classical Languages, Literatures, and Linguistics, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90096
16.1202) Ancient/Classical Greek Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90620
16.1203) Latin Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90621
"16.1299) Classics and Classical Languages, Literatures, and Linguistics, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90622
"16.13) Celtic Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89699
"16.1301) Celtic Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89700
"16.14) Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89701
"16.1400) Southeast Asian Languages, Literatures, and Linguistics, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89702
"16.1401) Australian/Oceanic/Pacific Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89703
16.1402) Indonesian/Malay Languages and Literatures.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89704
16.1403) Burmese Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89705
16.1404) Filipino/Tagalog Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89706
16.1405) Khmer/Cambodian Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89707
16.1406) Lao Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89708
16.1407) Thai Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89709
16.1408) Vietnamese Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89710
16.1409) Hawaiian Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91876
"16.1499) Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89711
"16.15) Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89712
16.1501) Turkish Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89713
"16.1502) Uralic Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89714
16.1503) Hungarian/Magyar Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89715
16.1504) Mongolian Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89716
"16.1599) Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89717
16.16) American Sign Language.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89718
16.1601) American Sign Language (ASL).,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89719
16.1602) Linguistics of ASL and Other Sign Languages.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89720
16.1603) Sign Language Interpretation and Translation.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90097
"16.1699) American Sign Language, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89721
16.17) Second Language Learning.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=92943
16.1701) English as a Second Language.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=92944
16.1702) Reserved.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=93225
16.1799) Reserved.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=93248
"16.18) Armenian Languages, Literatures, and Linguistics.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91750
16.1801) Armenian Language and Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91751
"16.99) Foreign Languages, Literatures, and Linguistics, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90623
"16.9999) Foreign Languages, Literatures, and Linguistics, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90624
19) FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90625
"19.01) Family and Consumer Sciences/Human Sciences, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90626
"19.0101) Family and Consumer Sciences/Human Sciences, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90627
19.02) Family and Consumer Sciences/Human Sciences Business Services.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90628
19.0201) Business Family and Consumer Sciences/Human Sciences.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90629
19.0202) Family and Consumer Sciences/Human Sciences Communication.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90630
19.0203) Consumer Merchandising/Retailing Management.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89724
"19.0299) Family and Consumer Sciences/Human Sciences Business Services, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89725
19.04) Family and Consumer Economics and Related Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90631
"19.0401) Family Resource Management Studies, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90632
19.0402) Consumer Economics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90633
19.0403) Consumer Services and Advocacy.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89726
"19.0499) Family and Consumer Economics and Related Services, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90634
"19.05) Foods, Nutrition, and Related Services.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90635
"19.0501) Foods, Nutrition, and Wellness Studies, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90636
19.0504) Human Nutrition.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89727
19.0505) Foodservice Systems Administration/Management.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90637
"19.0599) Foods, Nutrition, and Related Services, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90638
19.06) Housing and Human Environments.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90639
"19.0601) Housing and Human Environments, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90640
19.0604) Facilities Planning and Management.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89728
19.0605) Home Furnishings and Equipment Installers.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90098
"19.0699) Housing and Human Environments, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90641
"19.07) Human Development, Family Studies, and Related Services.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90642
"19.0701) Human Development and Family Studies, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90643
19.0702) Adult Development and Aging.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89729
19.0704) Family Systems.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90644
19.0706) Child Development.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90645
19.0707) Family and Community Services.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90099
19.0708) Child Care and Support Services Management.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89730
19.0709) Child Care Provider/Assistant.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90100
19.0710) Developmental Services Worker.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91395
19.0711) Early Childhood and Family Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91699
19.0712) Parent Education Services.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91764
"19.0799) Human Development, Family Studies, and Related Services, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90646
19.09) Apparel and Textiles.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90647
"19.0901) Apparel and Textiles, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90648
19.0902) Apparel and Textile Manufacture.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89731
19.0904) Textile Science.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89732
19.0905) Apparel and Textile Marketing Management.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89733
19.0906) Fashion and Fabric Consultant.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90101
"19.0999) Apparel and Textiles, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89734
19.10) Work and Family Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89722
19.1001) Work and Family Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89723
"19.99) Family and Consumer Sciences/Human Sciences, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90649
"19.9999) Family and Consumer Sciences/Human Sciences, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90650
21) RESERVED.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=93249
21.01) Reserved.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=93250
21.0101) Reserved.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=93251
22) LEGAL PROFESSIONS AND STUDIES.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90651
22.00) Non-Professional Legal Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89735
22.0000) Legal Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89736
22.0001) Pre-Law Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90102
"22.0099) Non-Professional Legal Studies, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=93003
22.01) Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90652
22.0101) Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90653
22.02) Legal Research and Advanced Professional Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89737
"22.0201) Advanced Legal Research/Studies, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89738
22.0202) Programs for Foreign Lawyers.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89739
22.0203) American/U.S. Law/Legal Studies/Jurisprudence.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89740
22.0204) Canadian Law/Legal Studies/Jurisprudence.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89741
"22.0205) Banking, Corporate, Finance, and Securities Law.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89742
22.0206) Comparative Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89743
"22.0207) Energy, Environment, and Natural Resources Law.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89744
22.0208) Health Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89745
22.0209) International Law and Legal Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89746
"22.0210) International Business, Trade, and Tax Law.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89747
22.0211) Tax Law/Taxation.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89748
22.0212) Intellectual Property Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91587
22.0213) Patent Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91771
22.0214) Agriculture Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91765
22.0215) Arts and Entertainment Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91766
22.0216) Compliance Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91767
22.0217) Criminal Law and Procedure.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91768
22.0218) Entrepreneurship Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91775
22.0219) Family/Child/Elder Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91769
22.0220) Human Resources Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91770
22.0221) Insurance Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=93192
22.0222) Real Estate and Land Development Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91772
22.0223) Transportation Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91773
22.0224) Tribal/Indigenous Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91774
"22.0299) Legal Research and Advanced Professional Studies, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89749
22.03) Legal Support Services.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89750
22.0301) Legal Administrative Assistant/Secretary.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90103
22.0302) Legal Assistant/Paralegal.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90104
22.0303) Court Reporting and Captioning/Court Reporter.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90105
22.0304) Court Interpreter.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91776
22.0305) Scopist.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=93049
"22.0399) Legal Support Services, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89751
"22.99) Legal Professions and Studies, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89752
"22.9999) Legal Professions and Studies, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89753
23) ENGLISH LANGUAGE AND LITERATURE/LETTERS.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90654
"23.01) English Language and Literature, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90655
"23.0101) English Language and Literature, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90656
23.13) Rhetoric and Composition/Writing Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91424
"23.1301) Writing, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91425
23.1302) Creative Writing.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90657
"23.1303) Professional, Technical, Business, and Scientific Writing.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90660
23.1304) Rhetoric and Composition.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91426
"23.1399) Rhetoric and Composition/Writing Studies, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91427
23.14) Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91428
23.1401) General Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91429
23.1402) American Literature (United States).,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90658
23.1403) American Literature (Canadian).,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89754
23.1404) English Literature (British and Commonwealth).,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90659
23.1405) Children's and Adolescent Literature.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91430
"23.1499) Literature, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91431
"23.99) English Language and Literature/Letters, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90661
"23.9999) English Language and Literature/Letters, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90662
"24) LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90663
"24.01) Liberal Arts and Sciences, General Studies and Humanities.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90664
24.0101) Liberal Arts and Sciences/Liberal Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90665
24.0102) General Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90666
24.0103) Humanities/Humanistic Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90667
"24.0199) Liberal Arts and Sciences, General Studies and Humanities, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90668
25) LIBRARY SCIENCE.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90669
25.01) Library Science and Administration.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90670
25.0101) Library and Information Science.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90671
25.0102) Children and Youth Library Services.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91588
25.0103) Archives/Archival Administration.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91589
"25.0199) Library Science and Administration, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91590
25.03) Library and Archives Assisting.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90672
25.0301) Library and Archives Assisting.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90673
"25.99) Library Science, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90674
"25.9999) Library Science, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90675
26) BIOLOGICAL AND BIOMEDICAL SCIENCES.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90676
"26.01) Biology, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90677
"26.0101) Biology/Biological Sciences, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90678
"26.0102) Biomedical Sciences, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89755
"26.02) Biochemistry, Biophysics and Molecular Biology.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90679
26.0202) Biochemistry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90680
26.0203) Biophysics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90681
26.0204) Molecular Biology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90106
26.0205) Molecular Biochemistry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89756
26.0206) Molecular Biophysics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89757
26.0207) Structural Biology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89758
26.0208) Photobiology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89759
26.0209) Radiation Biology/Radiobiology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90107
26.0210) Biochemistry and Molecular Biology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89760
"26.0299) Biochemistry, Biophysics and Molecular Biology, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89761
26.03) Botany/Plant Biology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90682
26.0301) Botany/Plant Biology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90683
26.0305) Plant Pathology/Phytopathology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90684
26.0307) Plant Physiology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90685
26.0308) Plant Molecular Biology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89762
"26.0399) Botany/Plant Biology, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90686
26.04) Cell/Cellular Biology and Anatomical Sciences.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90687
26.0401) Cell/Cellular Biology and Histology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90688
26.0403) Anatomy.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90108
26.0404) Developmental Biology and Embryology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89763
26.0406) Cell/Cellular and Molecular Biology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89765
26.0407) Cell Biology and Anatomy.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89766
"26.0499) Cell/Cellular Biology and Anatomical Sciences, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90689
26.05) Microbiological Sciences and Immunology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90690
"26.0502) Microbiology, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89767
