category1,category2,category3,category4,url,introduction,definition,help,spotlight,degreeType,pullQuoteOne,pullQuoteTwo,readyList,collegeList,highSchoolCourseList,majorCourseList,relatedMajors,relatedCareers,collegeSearch
"Science, Math, and Technology",Computer and Information Sciences,NONE,Computer Systems Analysis,https://bigfuture.collegeboard.org/majors/computer-information-sciences-computer-systems-analysis,"Lucky you: your dentist probably has a computer system that reminds her when it’s time for your next appointment. And the public library has a different system that keeps track of when your books are due -- in fact, that system was probably tailored to the specific needs of your community.
If you major in computer systems analysis, you’ll learn how to customize computer systems so that they meet the needs of users. Although you’ll build a solid base of knowledge about the latest technology and study programming languages, you’ll also learn how to find out about user needs. After all, the fastest, most powerful computers in the world are no good if they don’t do the work that people need them to do.","Students of computer systems analysis learn how to choose, set up, and troubleshoot customized hardware and software systems.",A good problem solver who is both attentive to details and able to see the big picture. You should also be a good listener who likes working on group projects.,"Many programs include a capstone, or final, project. This will be a great chance to show your stuff when faced with a realistic business problem.
Working with a team of other students, you’ll design, build, test, and put into practice a complete computer-based solution. But because no computer system exists in a vacuum, you’ll need to consider the real concerns of the workplace, such as expense. ",This major is offered at the associate's and at the bachelor's level.,"You might want to minor in business, math, or another related area to boost your career options.",Many grads start their careers as computer programmers before progressing to responsibilities in systems analysis.,"Join a student chapter of the Association for Computing Machinery, the Association for Women in Computing, the Black Data Processing Associates, or a similar organization:::::Intern off-campus at a company or organization:::::Spend hours debugging programs:::::Learn how to design computer systems that meet special needs","If the program awards an associate’s degree, does it focus more on preparing students for transfer to a four-year program or for a career?:::::Are professors currently working in the profession? Do they know and teach the latest computer applications?:::::Are classrooms and computer labs equipped with the latest?:::::Will the program help you find an internship in the field?:::::Will the program help you find work after graduation?",Speech:::::Psychology:::::Precalculus:::::AP Computer Science A:::::Foreign language:::::Discrete math,"Computing, engineering, and society:::::Database management:::::Fundamentals of programming and problem solving:::::Introduction to computer science:::::Introduction to systems analysis:::::Microcomputer applications:::::Social, ethical, and professional issues in computer science:::::Software engineering",Applied Mathematics:::::Computer Science:::::Computer Software Engineering:::::Information Science,Computer Programmers:::::Computer and Information Systems Managers:::::Database Administrators:::::Network Systems and Data Communications Analysts:::::Network and Computer Systems Administrators:::::Software Developers:::::Top Executives,https://bigfuture.collegeboard.org/college-search?major=236_Computer%20Systems%20Analysis
"Science, Math, and Technology",Computer and Information Sciences,NONE,Data Entry,https://bigfuture.collegeboard.org/majors/computer-information-sciences-data-entry,"Students learn how to enter data and text into computers using a variety of software. Topics of study include keyboarding, dictation, form reading, and more.",,,,This major is most often offered at the certificate and associate's degree levels.,,,,,,,Administrative Assistance and Secretarial Science:::::Office Management,,https://bigfuture.collegeboard.org/college-search?major=239_Data%20Entry
"Science, Math, and Technology",Computer and Information Sciences,NONE,Data Processing Technology,https://bigfuture.collegeboard.org/majors/computer-information-sciences-data-processing-technology,"If you major in data processing technology you’ll learn how to input, store, and retrieve information by becoming an expert in computer software of all kinds, including word processing, spreadsheet, research, and design software.",,,,This major is most often offered at the certificate and associate's degree levels.,,,,,,,"Computer Programming, General:::::Database Management",,https://bigfuture.collegeboard.org/college-search?major=232_Data%20Processing%20Technology
"Science, Math, and Technology",Computer and Information Sciences,NONE,Database Management,https://bigfuture.collegeboard.org/majors/computer-information-sciences-database-management,"Think about how much data you have stored on your computer. You may have trouble finding the occasional file, but you usually manage.
Now imagine how much data is available on the Internet. Much of that information is stored on databases. Thanks in part to the work of database administrators, you’re able to find the information you need quickly.","If you major in database management, you’ll learn how to construct databases. You’ll study the organization, storage, and retrieval of large amounts of information.","A problem solver who is attentive to detail. You’ll also need to be a good communicator to work cooperatively on group projects.  Finally, a drive to keep up with the latest technology will help you in both your studies and your future career.","In a database management course, you’ll get an overview of database application systems and how they’re used in government, business, universities, and other organizations. You’ll learn to design basic databases, create relational databases, and use SQL. You’ll also begin to explore some of the major issues surrounding database use today, including security and privacy. ",This major is most often offered at the certificate and associate's degree levels.,Police across the country can use an FBI database to identify fingerprints within only two hours.,Database administrators must know a programming language for managing databases called Structured Query Language (SQL). ,Prepare for certification exams in specific database software such as Oracle:::::Complete an internship:::::Team up with classmates on a final database project:::::Take business as well as technology classes:::::Learn programming languages used in managing databases,Does the program focus more on preparing students for the work world or for further study?:::::Are professors experts in the latest technology and working in the profession?:::::Does the program teach the most up-to-date technology?:::::Does the program include an internship program?:::::What are recent grads doing now?,Algebra:::::Physics:::::Foreign language:::::Computer applications:::::AP Computer Science A,Computer networks:::::Database concepts for microcomputers:::::Database management:::::Fundamental concepts of Java programming:::::Information systems:::::Introduction to programming and algorithm design:::::Introduction to SGL:::::Introduction to UNIX/Linux,"Computer Programming, General:::::Information Science:::::Library and Information Science:::::Web Development",Computer Programmers:::::Computer Systems Analysts:::::Computer and Information Systems Managers:::::Database Administrators:::::Network Systems and Data Communications Analysts:::::Network and Computer Systems Administrators,https://bigfuture.collegeboard.org/college-search?major=246_Database%20Management
"Science, Math, and Technology",Computer and Information Sciences,NONE,Informatics,https://bigfuture.collegeboard.org/majors/computer-information-sciences-informatics,"If you study informatics, you’ll explore computer systems with a focus on how people and organizations use these tools. You’ll examine systems -- both natural and artificial -- that store, process, and communicate information. You’ll learn how to analyze and design information systems, and study human-computer interaction, telecommunications structure, and information architecture and management.",,,,This major is offered at the undergraduate and graduate levels.,,,,,,,Computer Science:::::Computer Systems Analysis:::::Information Science,,https://bigfuture.collegeboard.org/college-search?major=2108_Informatics
"Science, Math, and Technology",Computer and Information Sciences,NONE,Information Science,https://bigfuture.collegeboard.org/majors/computer-information-sciences-information-science,"Students of information science learn about computers, but they also study people. Most importantly, they explore the way people and computers come together.
If you major in information science, you’ll examine the many challenges we face when it comes to technology: How can we build websites that are easy to use? How can we use computers to open new worlds to children without endangering them? How can we bridge the “digital divide” between the haves and the have-nots?","Information science majors learn how to create systems for finding and storing data. Students look at the big picture of information exchange and learn how people interact with, use, and sell information.","Curious about human behavior, organized, good with numbers, and a good communicator.","Most information science programs include some sort of capstone experience. As a senior, you may find yourself enrolled in a seminar that provides support while you work independently or with a group on a senior project.
Your project could take many forms. You might, for example, create an information system that helps students find internships. Or you might study the way athletes use a website designed especially for them and measure its effectiveness. ",This major is offered at the associate's and at the bachelor's level.,"“We must be experts in both technical and human-related areas of information. My interests in computers, technology, and psychology also help.” Joseph, junior, informatics, University of Washington","The development of new information retrieval methods, as well as the improvement of existing ones, is currently one of the hottest frontiers in the field of information science.","Complete an internship working in the IT department of a large company, helping software users on the phone, or testing software for people with disabilities:::::Become a student member of the American Society for Information Science and Technology:::::Read about the latest in computer and information technology (IT)","Can you major in information science or is it a concentration within another major?:::::Will you be able to take a well-rounded selection of courses in a variety of disciplines, including everything from psychology to programming?:::::Will the department help you arrange internships?:::::Are computer labs equipped with the latest technology?",AP Calculus AB:::::English:::::AP Psychology:::::AP Computer Science A,Database management:::::Database applications:::::Human-computer interaction:::::Information and society:::::Information architecture:::::Information retrieval and data mining:::::Introductory programming:::::Introduction to information systems:::::Multimedia systems,Communication and Rhetoric:::::Computer Science:::::Computer Systems Analysis:::::Library and Information Science:::::Web Development,Computer Programmers:::::Computer Support Specialists:::::Computer Systems Analysts:::::Database Administrators:::::Librarians:::::Network Systems and Data Communications Analysts:::::Network and Computer Systems Administrators,https://bigfuture.collegeboard.org/college-search?major=234_Information%20Science
"Science, Math, and Technology",Computer and Information Sciences,NONE,Information Technology Project Management,https://bigfuture.collegeboard.org/majors/computer-information-sciences-information-technology-project-management,"If you choose this field, you’ll prepare to guide information technology projects from the early planning stages through completion, ensuring that they’re successful, on time, and within budget. In addition to the principles of project management and organizational behavior, you’ll study the management of risk, contracts, information security, and software. You’ll also learn team leadership, communication skills, quality assurance, and how to conduct a financial analysis.",,,,This major is offered at the undergraduate and graduate levels.,,,,,,,,,https://bigfuture.collegeboard.org/college-search?major=2110_Information%20Technology%20Project%20Management
"Science, Math, and Technology",Computer and Information Sciences,NONE,LAN and WAN Management,https://bigfuture.collegeboard.org/majors/computer-information-sciences-lan-wan-management,,,,,,,,,,,,,,
"Science, Math, and Technology",Computer and Information Sciences,NONE,"Modeling, Virtual Environments and Simulation",https://bigfuture.collegeboard.org/majors/computer-information-sciences-modeling-virtual-environments-simulation,"If you choose this field, you’ll study the technology behind computer-based visual simulations and learn how to analyze human-computer interactions. Topics of study include object-oriented programming, artificial intelligence, computer communications and networks, computer graphics, probability and statistics, data analysis, and modeling human behavior.",,,,This major is offered at the undergraduate and graduate levels.,,,,,,,Computer Graphics:::::Computer Science:::::Game and Interactive Media Design,,"https://bigfuture.collegeboard.org/college-search?major=2109_Modeling,%20Virtual%20Environments%20and%20Simulation"
"Science, Math, and Technology",Computer and Information Sciences,NONE,Network and System Administration,https://bigfuture.collegeboard.org/majors/computer-information-sciences-network-system-administration,"If you’ve ever experienced the satisfaction of playing on a winning team, you know how much it takes to get everyone working together smoothly. A computer system, with its network of hardware, software, programmers, users, and data presents a similar challenge.
If you major in network and system administration, you’ll learn how to meet that challenge, making use of the latest and most effective technology. And once you graduate, you should find your skills in demand in a variety of workplaces. ",Students of network and system administration learn how to manage the computer operations of specific organizations and locations.,"A good problem solver who is able to work independently and as part of a team.  In both your studies and your career, you’ll need to juggle many responsibilities at once.","In an introductory course in operating-system technologies, you’ll learn the ABCs of the software that runs computers. You’ll learn how operating systems help us make the most of our PCs by storing data efficiently, controlling memory, and connecting to networks.
You’ll probably study and compare more than one type of operating system, including such key players as Windows, DOS, UNIX, and Linux. ",This major is most often offered at the certificate and associate's degree levels.,"Between 2008 and 2018, employment of systems administrators is expected to increase much faster than the average career.",Over one million malicious code threats -- including Trojans and worms as well as viruses -- are circulating through the world’s computers.,"Join a study group:::::Study cybersecurity:::::Learn the best ways to store data:::::Explore the latest technologies:::::Practice installing and troubleshooting hardware and software:::::Study operating systems, such as Microsoft Windows:::::Learn how to set up, monitor, and adjust networked computer systems:::::Intern off-campus while earning your degree","If the program leads to an associate’s degree, does it focus more on preparing students for further education or for the workforce?:::::Will the program help you prepare for certification exams?:::::Are instructors certified and actively working in the field?:::::Are hands-on learning activities a regular part of your education?:::::Does the program have state-of-the-art classrooms and computer labs?:::::Does the program coordinate with local companies and organizations to provide internships?:::::What are recent graduates doing now?",AP Calculus AB:::::Speech:::::Physics:::::English:::::Electronics:::::AP Computer Science A,Core hardware technologies:::::Database management:::::Desktop support:::::Information systems management:::::Introduction to programming:::::Network security:::::Networking essentials:::::Operating-system technologies:::::Web languages,"Computer Programming, General:::::Computer Science:::::Computer Software Engineering:::::Information Science",Computer Support Specialists:::::Computer Systems Analysts:::::Database Administrators:::::Librarians:::::Network Systems and Data Communications Analysts:::::Network and Computer Systems Administrators:::::Software Developers,https://bigfuture.collegeboard.org/college-search?major=252_Network%20and%20System%20Administration
"Science, Math, and Technology",Computer and Information Sciences,NONE,Web Development,https://bigfuture.collegeboard.org/majors/computer-information-sciences-web-development,"HTML, XML, SGML: Web languages and other tools used to create websites will continue to evolve. But in college, you can build the foundation you’ll need to keep up with changing technology throughout your career.
As a Web development major, you’ll learn how to create, design, edit, and launch Internet documents, images, graphics, sound, and multimedia products. You’ll also learn about Web page standards and policies, e-commerce, new Web technologies, and more.",Web development majors learn how to use both technical skills and design concepts to create websites.,A computer maniac with an eye for detail and tons of patience. You’ll have to check your work carefully and make minute changes. ,"Your first assignment in a class on website development might involve evaluating websites created by others. But by the time you finish this intensive core course, you’ll be designing, creating, and managing dynamic sites of your own.
Before you even get in the door, though, you might have to complete some prerequisites. For example, you may need to have some programming under your belt. ",This major is most often offered at the certificate and associate's degree levels.,"“Web design becomes more exciting every year as new technologies allow us to create and deliver more-exciting content over the Internet.” Michelle, Freelance Web Designer",E-commerce -- doing business over the Internet -- is a hot growth market for Web developers and designers.,"Spend long nights in the computer lab:::::Study e-commerce:::::Get graded on your Web designs:::::Add sound and images to Web pages:::::Learn HTML, XML, and other coding languages","Does the program offer significant course work in your area of interest, such as e-commerce or multimedia?:::::Are labs and classrooms equipped with the latest computer hardware and software?:::::What is the faculty-to-student ratio? Will you get the attention you need?:::::Will the school help you find work after graduation?",Website design:::::Studio art:::::Precollege math:::::Computer/graphic arts:::::Business:::::AP Computer Science A,Computer graphics tools:::::Database applications:::::E-commerce:::::Javascript:::::Multimedia for the Web:::::Project management:::::Web authoring:::::Web design:::::Web programming:::::Website development,Computer Graphics:::::Computer Networking and Telecommunications:::::Digital Arts:::::Digital Communications and Multimedia:::::Ecommerce:::::Graphic Design:::::Information Science,Art Directors:::::Computer Programmers:::::Database Administrators:::::Graphic Designers:::::Network Systems and Data Communications Analysts:::::Network and Computer Systems Administrators:::::Web Designers,https://bigfuture.collegeboard.org/college-search?major=245_Web%20Development
"Science, Math, and Technology",Computer and Information Sciences,NONE,Web Management,https://bigfuture.collegeboard.org/majors/computer-information-sciences-web-management,"Have you ever clicked on a seriously outdated website -- or one that just didn’t work right? Welcome to the world of the webmaster, whose job it is to make sure such nightmares never happen.
As a Web management major, you’ll prepare for such a job. You’ll learn the basics of networking and the best ways to ensure site security. You’ll also practice evaluating and improving websites for maximum user-friendliness and marketability. ",Web management majors learn the technical skills needed to manage and maintain websites and servers.,A computer enthusiast who can see the big picture. ,"Knowing the ins and outs of Web servers is key to a webmaster’s job. That’s why a course on servers is typically required. In this lecture/lab class, you’ll learn not only how to install and configure basic network services, but how to troubleshoot when a coworker complains that the server’s down. Your grade will likely be based on hands-on assignments as well as quizzes, so you’ll have to do more than simply define domain name -- you’ll actually have to create one.   ",This major is most often offered at the certificate and associate's degree levels.,"Web management is frequently found as a specialization within a broader major, such as information technology.",The World Wide Web got its start when British computer scientist Tim Berners-Lee used hypertext to organize his own notes.,Join the campus technology club:::::Study security issues and other Web policies:::::Build a website for a class project:::::Learn what’s involved in Web hosting:::::Log long hours in the computer lab,"Are there any computer programs or skills you should learn before starting the program? It may help to get a handle on basic computer applications or Web design, for example.:::::Check out the labs. Are they equipped with the latest computer hardware and software?:::::Does the school maintain partnerships with industry leaders?:::::Is there an internship program or other opportunities for real-world experience?:::::Are classes small enough for individualized help?:::::Will the school help you find work after graduation?",English:::::Business:::::Precollege math:::::Computer applications:::::Website design:::::AP Computer Science A,Microcomputer applications:::::Website design and development:::::Website management:::::Web programming:::::Internet/Intranet Servers:::::Object-oriented analysis and design:::::Web authoring:::::Ecommerce,Computer Networking and Telecommunications:::::Computer Science:::::Digital Communications and Multimedia:::::Graphic Design:::::Web Development,Computer Programmers:::::Computer Systems Analysts:::::Computer and Information Systems Managers:::::Database Administrators:::::Network Systems and Data Communications Analysts:::::Network and Computer Systems Administrators:::::Web Designers,https://bigfuture.collegeboard.org/college-search?major=255_Web%20Management
"Science, Math, and Technology",Computer and Information Sciences,NONE,Word Processing,https://bigfuture.collegeboard.org/majors/computer-information-sciences-word-processing,"Word processing majors learn how to use software to create, edit, and format text- and table-based documents. They practice doing so quickly and accurately. Topics of study include keyboarding, dictation, and the use of specific types of software.",,,,This major is most often offered at the certificate and associate's degree levels.,,,,,,,Administrative Assistance and Secretarial Science:::::Desktop Publishing:::::Office Management,,https://bigfuture.collegeboard.org/college-search?major=240_Word%20Processing
"Science, Math, and Technology",Engineering,NONE,Aerospace Engineering,https://bigfuture.collegeboard.org/majors/engineering-aerospace-engineering,"For thousands of years, people enviously watched birds coast through the skies and wondered how they did it. But in the last one hundred years, flying on this earth has become as unremarkable as walking, and space travel is no longer the stuff of science fiction.
As an aerospace engineering major, you’ll learn the basics that helped the Wright brothers and others conquer the age-old problem of flight. You’ll learn how to apply these ideas to developing new types of air- and spacecraft  that are better, safer, and stronger. You’ll find out how space flight works and dream up new ways of exploring galaxies unknown.","Aerospace engineering majors learn how to use math and science to design and develop aircraft, spacecraft, and missiles. They also study such topics as aerodynamics, orbits, launch, flight controls, and engines.","Curious, creative, logical, and detail-oriented. This is a great major if you want to turn your ideas into useful machines.","Once you make it to your third year as an aerospace engineering major, the action really begins. Your classes will involve labs and team projects. And you’ll most likely end your studies working with a team on a capstone project. You might test power systems or experimental landing gear, design spacecraft or aircraft on a computer, or even build actual landing gear or power systems. ",This major is offered at the undergraduate and graduate levels.,"“There is something incredibly fascinating about how airplanes remain stable in flight and how satellites move around the earth.” Wendi, junior, aerospace engineering, University of Colorado, Boulder",It was an intern at NASA who came up with the idea of using the gravity of planets to help send space probes to the ends of the solar system.,Work as part of a team:::::Intern at places like NASA and Boeing:::::Possibly take more than four years to complete your major:::::Balance a heavy course load:::::Master abstract concepts like lift and drag,"Is the program accredited by the Accreditation Board for Engineering and Technology?:::::Does the program focus more on aircraft or spacecraft?:::::Are there hands-on building and flying opportunities, or do students mostly use computer simulations?:::::What are the labs like? Are there wind tunnels? Are the computer and design labs big enough to serve all students?",Chemistry:::::AP Physics C:::::AP Computer Science A:::::AP Calculus BC,Aerodynamics:::::Aerospace propulsion:::::Flight controls:::::Flight mechanics:::::Fluid dynamics/thermodynamics:::::Robotics lab:::::Space-mission design:::::Strength of materials:::::Vehicle design,Astronomy:::::Electrical Engineering:::::Engineering Technology:::::Mechanical Engineering:::::Nuclear Engineering:::::Physics,Aerospace Engineers:::::Air Traffic Controllers:::::Aircraft Pilots:::::Aircraft and Avionics Technicians:::::Meteorologists:::::Physicists and Astronomers,https://bigfuture.collegeboard.org/college-search?major=418_Aerospace%20Engineering
"Science, Math, and Technology",Engineering,NONE,Agricultural Engineering,https://bigfuture.collegeboard.org/majors/engineering-agricultural-engineering,"Could the earth run out of earth? It doesn’t seem possible, but it takes thousands of years for soil to develop. This means that soil is practically a nonrenewable resource. Meanwhile, soil is being worn out by farming, polluted by chemicals, and eroded by wind and water.
If this concerns you, you’re not alone. Some agricultural engineers come up with farming practices that use soil more efficiently. Others help farmers by designing power systems, tools, and storage space. Still others look for ways to ensure food safety during processing. Thanks to agricultural engineering, farmers are getting better at producing safe food more efficiently while protecting the environment and using natural resources wisely.","As an agricultural engineering major, you’ll learn how to use science to improve the production, processing, storage, and distribution of food, timber, fiber, and renewable energy sources while protecting the environment.","A fan of math, science, biology, machines, and the great outdoors. You’ll also need to be a great problem solver and communicator, so start building those skills now.","A senior capstone project will give you the chance to put your own ideas to work. You may work with a team and will be guided along the way by a professor. Past students have designed an invisible fence for cattle, while others have come up with a way for monitoring water quality.
When you’re finished, you’ll get to show off your idea, probably in a presentation and written report. Whatever project you choose, you’ll learn a lot by seeing it all the way through from proposal to final design. ",This major is offered at the undergraduate and graduate levels.,"Eighteenth-century farmer Jethro Tull designed a machine for planting seeds in rows. Before then, it was all done by hand.",The American Society of Agricultural and Biological Engineers sponsors an annual quarter-inch scale tractor design and building contest for college students.,Do an internship or a co-op:::::Do a senior capstone project such as designing an irrigation system:::::Work as part of a team:::::Visit farms and food-processing plants:::::Get your hands dirty,"Will you have to apply for admission to the program?:::::Does the program emphasize a particular area, such as food systems or mechanical systems? Environmental engineering or biological systems?:::::Is the program accredited by the Accreditation Board of Engineering and Technology?:::::Will you get hands-on experience, or does the program focus more on theories?:::::What co-ops and internships have recent students completed?",Physics:::::AP Environmental Science:::::AP Chemistry:::::AP Calculus BC:::::AP Biology ,Agricultural engineering design:::::Biochemistry:::::Biological and agricultural energy systems:::::Biosystems engineering:::::Food process engineering:::::Hydrology:::::Power and machinery:::::Soil science:::::Water resources engineering,"Agriculture, General:::::Biochemistry:::::Biotechnology:::::Engineering Technology:::::Food Science:::::Soil Science",Agricultural Engineers:::::Agricultural and Food Scientists:::::Biological Scientists:::::Chemists and Materials Scientists:::::Conservation Scientists:::::Environmental Engineers,https://bigfuture.collegeboard.org/college-search?major=420_Agricultural%20Engineering
"Science, Math, and Technology",Engineering,NONE,Architectural Engineering,https://bigfuture.collegeboard.org/majors/engineering-architectural-engineering,"The Taipei Tower in Taiwan is 101 stories and 1,667 feet tall. It’s built in an area that gets hit by typhoons and earthquakes. How do you build something so tall? How do you make it safe? On the 88th floor, in the center of the tower, there’s a steel mass that weighs well over a million pounds. When strong winds blow or the earth moves dangerously, the heavy sphere absorbs the energy from the building and helps to stabilize it.
As an architectural engineering major, you’ll confront challenges like those posed by the Taipei Tower project.",Architectural engineering programs combine architecture and engineering. Majors learn about the links between design and construction. Course work covers such topics as building materials and construction methods.,"A fan of science and math, a problem-solver, and a creative thinker. If you love architecture and discovering how things work, consider this major.","In a course on construction materials and methods, you’ll learn about construction processes, building codes, and working with concrete, metals, wood, and plastics. You might visit a construction site and then write about the choices the architects and engineers have made. You could also design a building in detail and might even get to build part of it. ",This major often leads to the bachelor's degree.,"Architectural engineers are finding ways to build with recycled items such as old tires, which make a great waterproof building material.","“Architectural engineers create much of the physical environment in which we all work, live, and play. Gaining and honing the needed analytical and design abilities is challenging and never-ending.” -- Brian A. Rock, Associate Professor of Architectural Engineering, University of Kansas",Join a professional society like the Architectural Engineering Institute.:::::Spend a summer or semester in an internship:::::Work on your own and as part of a team:::::Balance hard-core science and design,Is the architectural engineering program accredited by the Accreditation Board for Engineering and Technology?:::::Does the program emphasize design or science?:::::Is it a four- or five-year program?:::::Will you have to apply for admission to the major? What are the requirements?:::::Is there enough lab space for all students to get their work done?:::::Do you have to fulfill any requirements before declaring your major?:::::What kind of organizations or competitions do students get involved in?,AP Environmental Science:::::Computer-assisted drafting:::::Chemistry:::::AP Physics C:::::AP Art History:::::AP Calculus BC,Architectural design fundamentals:::::Architectural history:::::Construction materials and methods:::::Energy conservation in buildings:::::Seismic analysis and design:::::Soil mechanics:::::Steel and reinforced concrete design,Civil Engineering:::::Construction Technology:::::Drafting and Design Technology:::::Mechanical Engineering,Architects:::::Civil Engineers:::::Construction Managers:::::Construction and Building Inspectors:::::Engineering and Science Managers,https://bigfuture.collegeboard.org/college-search?major=422_Architectural%20Engineering
"Science, Math, and Technology",Engineering,NONE,Biochemical Engineering,https://bigfuture.collegeboard.org/majors/engineering-biochemical-engineering,"If you choose biochemical engineering, you’ll explore chemical changes in living things and learn how to harness the power of these changes to create new products and medicines. Biochemical engineers develop new ways to use cells, enzymes, antibodies, and other biochemical agents in industry, medicine, environmental services, and other fields. You’ll study biology, chemistry, physics, biochemistry, and chemical engineering.",,,,This major often leads to the bachelor's degree.,,,,,,,Biochemistry:::::Computer Networking and Telecommunications,,https://bigfuture.collegeboard.org/college-search?major=2133_Biochemical%20Engineering
"Science, Math, and Technology",Engineering,NONE,Biological/Biosystems Engineering,https://bigfuture.collegeboard.org/majors/engineering-biological/biosystems-engineering,,,,,,,,,,,,,,
"Science, Math, and Technology",Engineering,NONE,Biomedical Engineering,https://bigfuture.collegeboard.org/majors/engineering-biomedical-engineering,"People often compare the human body to a machine, made up of systems that work together to keep itself running. Like machines, though, pieces of the body can break down. This is where the exciting world of biomedical engineering comes in.
As a biomedical engineering major, you’ll build a foundation for a future that could take many directions. You might look for the chemical signals in the body that warn of cancer. You might invent a new and improved type of prosthetic (artificial) hand. You might refine the robots that doctors are just beginning to use in some surgery.",Biomedical engineering majors learn how to use engineering to solve health and medical problems.,"A creative, curious problem solver who loves to know how things work. This is a great major if you’re interested in medicine and have a mind for building things.","As a biomedical engineering major, you’ll probably have the chance to complete a capstone project during your senior year. Students in the past have worked on projects in the areas of cell and tissue engineering, genetics, and vaccines. 
You’ll work alone or with a team, and though these are usually lab or design projects, you may also need to write a thesis (long research paper) discussing your work.  And who knows? Your research might even be published.",This major is offered at the undergraduate and graduate levels.,"“[Biomedical engineering] aids many people … That really appealed to me, that I'd have a great impact on society.” Vanessa, senior, biomedical engineering, Case Western Reserve",Many biomedical engineering programs include the courses you’ll need to take to get into medical school.,Work as part of a team:::::Spend a summer or a semester in an internship:::::Do research that might get published:::::Spend a lot of time working on projects in the lab:::::Handle a heavy workload of math and science:::::Take possibly five or six years to complete your degree,Is the department accredited by the Accreditation Board for Engineering and Technology?:::::Will you have to fulfill any requirements before declaring the major?:::::Will you have the chance to work with professors on their research?:::::What are the labs like? Will you have the same access as grad students?,AP Biology :::::Computer science:::::AP Physics C:::::AP Chemistry:::::AP Calculus BC,Anatomy:::::Bioinformatics and genomics:::::Biomaterials:::::Biomechanics:::::Biophysical chemistry:::::Computer programming for engineers:::::Micromachines and robotics:::::Molecular and cell biology:::::Organic chemistry,Biotechnology:::::Engineering Technology:::::Materials Engineering:::::Molecular Biology:::::Neuroscience:::::Pharmaceutical Sciences:::::Premedicine,Biological Scientists:::::Biomedical Engineers:::::Chemists and Materials Scientists:::::Computer Hardware Engineers:::::Engineering and Science Managers:::::Medical Scientists:::::Surgeons,https://bigfuture.collegeboard.org/college-search?major=424_Biomedical%20Engineering
"Science, Math, and Technology",Engineering,NONE,Ceramic Sciences and Engineering,https://bigfuture.collegeboard.org/majors/engineering-ceramic-sciences-engineering,"Students in this major learn how to use math and science to develop materials that are not metal and are not made from animals or plants. These materials include porcelain, cement, and ceramics. Students also learn how to decide in which situations materials like these should be used.",,,,This program most often leads to a graduate degree.,,,,,,,Chemistry:::::Materials Engineering,,https://bigfuture.collegeboard.org/college-search?major=426_Ceramic%20Sciences%20and%20Engineering
"Science, Math, and Technology",Engineering,NONE,Chemical and Biomolecular Engineering,https://bigfuture.collegeboard.org/majors/engineering-chemical-biomolecular-engineering,"If you choose this field of study, you’ll prepare to use math and science to design, engineer, and evaluate systems based in both chemistry and biology, often at the molecular level. For example, you might learn to make or modify proteins, cells, and tissues for medical and other uses, or to use genes to treat or prevent diseases. Along with organic chemistry and biochemistry, you’ll study chemical engineering, thermodynamics, momentum and heat transfer, cellular and molecular biotechnology, and chemical reactor design.",,,,This major often leads to the bachelor's degree.,,,,,,,Chemical Engineering:::::Chemistry:::::Molecular Biology,,https://bigfuture.collegeboard.org/college-search?major=2121_Chemical%20and%20Biomolecular%20Engineering
